gene	group	gene_id	gene_description	tf_family
Cvig_LOC111130789	6	111130789	prolactin-releasing peptide receptor-like && sp|Q9Y5X5|NPFF2_HUMAN Neuropeptide FF receptor 2 OS=Homo sapiens OX=9606 GN=NPFFR2 PE=1 SV=2 && PF00001:7 transmembrane receptor (rhodopsin family)	7tm_1
Cvig_LOC111102343	6	111102343	uncharacterized LOC111102343 && - && -	""
Cvig_LOC111137281	6	111137281	uncharacterized LOC111137281%2C transcript variant X1 && - && PF03372:Endonuclease/Exonuclease/phosphatase family	Exo_endo_phos
Cvig_LOC111109634	6	111109634	aurora kinase A-like%2C transcript variant X1 && sp|Q9R0A5|NEK3_MOUSE Serine/threonine-protein kinase Nek3 OS=Mus musculus OX=10090 GN=Nek3 PE=1 SV=2 && PF00069:Protein kinase domain	Pkinase
Cvig_LOC111135461	6	111135461	telomerase Cajal body protein 1-like && sp|Q9BUR4|TCAB1_HUMAN Telomerase Cajal body protein 1 OS=Homo sapiens OX=9606 GN=WRAP53 PE=1 SV=1 && -	""
Cvig_LOC111131017	6	111131017	protein giant-like%2C transcript variant X1 && - && PF07716:Basic region leucine zipper	bZIP_2
Cvig_LOC111107333	6	111107333	uncharacterized LOC111107333 && - && PF10523:BEN domain	""
Cvig_novel.621	6	novel.621	""	""
Cvig_LOC111128007	6	111128007	expansin-YoaJ-like && - && -	""
Cvig_LOC111104343	6	111104343	uncharacterized LOC111104343 && - && -	""
Cvig_LOC111121795	6	111121795	uncharacterized LOC111121795%2C transcript variant X1 && sp|P97435|ENTK_MOUSE Enteropeptidase OS=Mus musculus OX=10090 GN=Tmprss15 PE=2 SV=1 && PF00089:Trypsin|PF00754:F5/8 type C domain	Trypsin
Cvig_LOC111114552	6	111114552	cullin-2-like && sp|Q13617|CUL2_HUMAN Cullin-2 OS=Homo sapiens OX=9606 GN=CUL2 PE=1 SV=2 && PF00888:Cullin family|PF10557:Cullin protein neddylation domain	Cullin
Cvig_LOC111120210	6	111120210	coiled-coil domain-containing protein 1-like && - && -	""
Cvig_LOC111108272	6	111108272	uncharacterized LOC111108272 && - && PF03281:Mab-21 protein	""
Cvig_LOC111108167	6	111108167	DNA-binding protein P3A2-like%2C transcript variant X1 && sp|Q04073|P3A2_STRPU DNA-binding protein P3A2 OS=Strongylocentrotus purpuratus OX=7668 PE=1 SV=1 && PF10491:NLS-binding and DNA-binding and dimerisation domains of Nrf1	""
Cvig_LOC111125141	6	111125141	uncharacterized LOC111125141 && - && -	""
Cvig_LOC111114865	6	111114865	protein odd-skipped-related 1-like%2C transcript variant X3 && sp|Q9N5X6|ODD2_CAEEL Protein odd-skipped-related 2 OS=Caenorhabditis elegans OX=6239 GN=odd-2 PE=2 SV=1 && -	""
Cvig_LOC111109596	6	111109596	uncharacterized LOC111109596%2C transcript variant X1 && - && -	""
Cvig_LOC111136031	6	111136031	uncharacterized LOC111136031 && sp|Q8TDB6|DTX3L_HUMAN E3 ubiquitin-protein ligase DTX3L OS=Homo sapiens OX=9606 GN=DTX3L PE=1 SV=1 && PF01661:Macro domain|PF13923:Zinc finger, C3HC4 type (RING finger)|PF18102:Deltex C-terminal domain	A1pp
Cvig_LOC111118351	6	111118351	actin-like && sp|O17320|ACT_CRAGI Actin OS=Crassostrea gigas OX=29159 PE=2 SV=1 && PF00022:Actin	Actin
Cvig_LOC111100886	6	111100886	uncharacterized LOC111100886 && - && -	""
Cvig_LOC111132831	6	111132831	uncharacterized LOC111132831%2C transcript variant X1 && - && -	""
Cvig_LOC111123930	6	111123930	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like && - && PF07525:SOCS box|PF12796:Ankyrin repeats (3 copies)	SOCS_box
Cvig_LOC111109277	6	111109277	uncharacterized LOC111109277 && sp|P10394|POL4_DROME Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster OX=7227 GN=POL PE=4 SV=1 && PF02023:SCAN domain|PF17921:Integrase zinc binding domain|PF00665:Integrase core domain	rve
Cvig_novel.1168	6	novel.1168	""	""
Cvig_LOC111110221	6	111110221	uncharacterized LOC111110221 && - && -	""
Cvig_LOC111134261	6	111134261	uncharacterized LOC111134261%2C transcript variant X1 && - && -	""
Cvig_LOC111109434	6	111109434	histone deacetylase 11-like%2C transcript variant X1 && sp|Q96DB2|HDA11_HUMAN Histone deacetylase 11 OS=Homo sapiens OX=9606 GN=HDAC11 PE=1 SV=1 && PF00850:Histone deacetylase domain	Hist_deacetyl
Cvig_LOC111136815	6	111136815	acid sphingomyelinase-like phosphodiesterase 3b && sp|Q92485|ASM3B_HUMAN Acid sphingomyelinase-like phosphodiesterase 3b OS=Homo sapiens OX=9606 GN=SMPDL3B PE=1 SV=2 && PF00149:Calcineurin-like phosphoesterase	Metallophos
Cvig_LOC111127521	6	111127521	uncharacterized LOC111127521 && sp|P35952|LDLR_RAT Low-density lipoprotein receptor OS=Rattus norvegicus OX=10116 GN=Ldlr PE=1 SV=1 && PF00057:Low-density lipoprotein receptor domain class A|PF07679:Immunoglobulin I-set domain|PF00058:Low-density lipoprotein receptor repeat class B	Ldl_recept_a
Cvig_LOC111100888	6	111100888	von Willebrand factor A domain-containing protein 7-like && sp|Q9Y334|VWA7_HUMAN von Willebrand factor A domain-containing protein 7 OS=Homo sapiens OX=9606 GN=VWA7 PE=2 SV=4 && PF13519:von Willebrand factor type A domain	""
Cvig_LOC111131342	6	111131342	lon protease homolog%2C mitochondrial-like && sp|P36776|LONM_HUMAN Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=2 && PF02190:ATP-dependent protease La (LON) substrate-binding domain	""
Cvig_LOC111122869	6	111122869	uncharacterized LOC111122869 && - && -	""
Cvig_LOC111122359	6	111122359	synaptotagmin-15-like && sp|Q9BQS2|SYT15_HUMAN Synaptotagmin-15 OS=Homo sapiens OX=9606 GN=SYT15 PE=1 SV=3 && PF00168:C2 domain	C2
Cvig_LOC111125723	6	111125723	histidine--tRNA ligase%2C cytoplasmic-like && sp|E9QI36|HARS1_DANRE Histidine--tRNA ligase OS=Danio rerio OX=7955 GN=hars PE=3 SV=2 && PF03129:Anticodon binding domain|PF13393:Histidyl-tRNA synthetase	HGTP_anticodon
Cvig_LOC111110313	6	111110313	serine--tRNA ligase%2C cytoplasmic-like && sp|Q6P799|SYSC_RAT Serine--tRNA ligase, cytoplasmic OS=Rattus norvegicus OX=10116 GN=Sars1 PE=1 SV=3 && PF02403:Seryl-tRNA synthetase N-terminal domain|PF00587:tRNA synthetase class II core domain (G, H, P, S and T)	tRNA-synt_2b
Cvig_LOC111130020	6	111130020	tryptophan--tRNA ligase%2C cytoplasmic-like && sp|P17248|SYWC_BOVIN Tryptophan--tRNA ligase, cytoplasmic OS=Bos taurus OX=9913 GN=WARS1 PE=1 SV=3 && PF00579:tRNA synthetases class I (W and Y)	""
Cvig_novel.1092	6	novel.1092	""	""
Cvig_LOC111109316	6	111109316	interferon-related developmental regulator 1-like && sp|Q12894|IFRD2_HUMAN Interferon-related developmental regulator 2 OS=Homo sapiens OX=9606 GN=IFRD2 PE=1 SV=3 && PF04836:Interferon-related protein conserved region|PF05004:Interferon-related developmental regulator (IFRD)	""
Cvig_LOC111100042	6	111100042	elongation factor G%2C mitochondrial-like && sp|B0WGM1|EFGM_CULQU Elongation factor G, mitochondrial OS=Culex quinquefasciatus OX=7176 GN=CPIJ005834 PE=3 SV=1 && PF00009:Elongation factor Tu GTP binding domain|PF14492:Elongation Factor G, domain II|PF00679:Elongation factor G C-terminus|PF03144:Elongation factor Tu domain 2|PF03764:Elongation factor G, domain IV	GTP_EFTU
Cvig_LOC111100014	6	111100014	uncharacterized LOC111100014%2C transcript variant X1 && - && PF05485:THAP domain	THAP
Cvig_LOC111122942	6	111122942	uncharacterized LOC111122942 && - && PF13359:DDE superfamily endonuclease	""
Cvig_LOC111111947	6	111111947	N-acetyllactosaminide beta-1%2C6-N-acetylglucosaminyl-transferase-like && sp|Q8CH87|GCNT3_RAT Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3 OS=Rattus norvegicus OX=10116 GN=Gcnt3 PE=1 SV=1 && PF02485:Core-2/I-Branching enzyme	""
Cvig_LOC111113635	6	111113635	uncharacterized LOC111113635 && - && PF02992:Transposase family tnp2	Transposase_21
Cvig_LOC111100211	6	111100211	uncharacterized LOC111100211 && - && PF00445:Ribonuclease T2 family	Ribonuclease_T2
Cvig_LOC111112474	6	111112474	macrophage mannose receptor 1-like && sp|Q8CJ91|C209B_MOUSE CD209 antigen-like protein B OS=Mus musculus OX=10090 GN=Cd209b PE=1 SV=2 && PF00059:Lectin C-type domain	Lectin_C
Cvig_LOC111118614	6	111118614	caprin-2-like%2C transcript variant X1 && sp|Q7Z5L3|C1QL2_HUMAN Complement C1q-like protein 2 OS=Homo sapiens OX=9606 GN=C1QL2 PE=2 SV=2 && -	""
Cvig_LOC111137742	6	111137742	uncharacterized LOC111137742%2C transcript variant X1 && - && -	""
Cvig_novel.922	6	novel.922	""	""
Cvig_LOC111126516	6	111126516	glutamate receptor 2-like && sp|P42262|GRIA2_HUMAN Glutamate receptor 2 OS=Homo sapiens OX=9606 GN=GRIA2 PE=1 SV=3 && PF10613:Ligated ion channel L-glutamate- and glycine-binding site|PF00060:Ligand-gated ion channel	Lig_chan
Cvig_novel.298	6	novel.298	""	""
Cvig_LOC111101837	6	111101837	5-hydroxytryptamine receptor 2B-like && - && PF00001:7 transmembrane receptor (rhodopsin family)	7tm_1
Cvig_LOC111121109	6	111121109	growth arrest and DNA damage-inducible protein GADD45 alpha-like%2C transcript variant X1 && sp|Q5E9A5|GA45B_BOVIN Growth arrest and DNA damage-inducible protein GADD45 beta OS=Bos taurus OX=9913 GN=GADD45B PE=2 SV=1 && -	""
Cvig_LOC111127463	6	111127463	beta-1%2C3-galactosyltransferase 1-like && sp|Q7JK24|B3GT1_GORGO Beta-1,3-galactosyltransferase 1 OS=Gorilla gorilla gorilla OX=9595 GN=B3GALT1 PE=3 SV=1 && PF01762:Galactosyltransferase	Galactosyl_T
Cvig_LOC111106605	6	111106605	laccase-5-like%2C transcript variant X1 && sp|Q96WM9|LAC2_BOTFU Laccase-2 OS=Botryotinia fuckeliana OX=40559 GN=lcc2 PE=2 SV=1 && PF07731:Multicopper oxidase|PF00394:Multicopper oxidase|PF07732:Multicopper oxidase	""
Cvig_LOC111134804	6	111134804	monocarboxylate transporter 12-like%2C transcript variant X3 && sp|Q6P2X9|MOT12_XENTR Monocarboxylate transporter 12 OS=Xenopus tropicalis OX=8364 GN=slc16a12 PE=2 SV=1 && PF07690:Major Facilitator Superfamily	MFS_1
Cvig_LOC111122748	6	111122748	uncharacterized LOC111122748%2C transcript variant X2 && - && PF04970:Lecithin retinol acyltransferase	""
Cvig_LOC111118311	6	111118311	somatostatin receptor type 2-like%2C transcript variant X1 && sp|P30874|SSR2_HUMAN Somatostatin receptor type 2 OS=Homo sapiens OX=9606 GN=SSTR2 PE=1 SV=1 && PF00001:7 transmembrane receptor (rhodopsin family)	7tm_1
Cvig_LOC111104075	6	111104075	prostaglandin E2 receptor EP4 subtype-like && sp|P35408|PE2R4_HUMAN Prostaglandin E2 receptor EP4 subtype OS=Homo sapiens OX=9606 GN=PTGER4 PE=1 SV=1 && PF00001:7 transmembrane receptor (rhodopsin family)	7tm_1
Cvig_LOC111136318	6	111136318	caspase-1-like && sp|P55214|CASP7_MESAU Caspase-7 OS=Mesocricetus auratus OX=10036 GN=CASP7 PE=1 SV=1 && PF00656:Caspase domain	Peptidase_C14
Cvig_LOC111136602	6	111136602	core-binding factor subunit beta-like%2C transcript variant X1 && sp|Q08024|PEBB_MOUSE Core-binding factor subunit beta OS=Mus musculus OX=10090 GN=Cbfb PE=1 SV=1 && PF02312:Core binding factor beta subunit	""
Cvig_LOC111132879	6	111132879	E3 ubiquitin-protein ligase RGLG4-like%2C transcript variant X7 && sp|Q9SAL0|RGLG4_ARATH E3 ubiquitin-protein ligase RGLG4 OS=Arabidopsis thaliana OX=3702 GN=RGLG4 PE=1 SV=1 && PF07002:Copine	""
Cvig_LOC111136611	6	111136611	GTP-binding protein GEM-like && sp|Q8VEL9|REM2_MOUSE GTP-binding protein REM 2 OS=Mus musculus OX=10090 GN=Rem2 PE=1 SV=2 && PF00071:Ras family	Ras
Cvig_LOC111123480	6	111123480	tenascin-X-like%2C transcript variant X1 && - && -	""
Cvig_LOC111138096	6	111138096	uncharacterized LOC111138096 && - && -	""
Cvig_LOC111108226	6	111108226	MAP kinase-activated protein kinase 2-like%2C transcript variant X2 && sp|P49139|MAPK2_RABIT MAP kinase-activated protein kinase 2 (Fragment) OS=Oryctolagus cuniculus OX=9986 GN=MAPKAPK2 PE=1 SV=2 && PF00069:Protein kinase domain	Pkinase
Cvig_LOC111123567	6	111123567	""	""
Cvig_LOC111099504	6	111099504	RNA-binding protein EWS-like%2C transcript variant X2 && - && -	""
Cvig_LOC111110609	6	111110609	laccase-5-like%2C transcript variant X1 && sp|Q96WM9|LAC2_BOTFU Laccase-2 OS=Botryotinia fuckeliana OX=40559 GN=lcc2 PE=2 SV=1 && PF07731:Multicopper oxidase|PF07732:Multicopper oxidase|PF00394:Multicopper oxidase	""
Cvig_LOC111136557	6	111136557	NADPH--cytochrome P450 reductase-like && sp|P16435|NCPR_HUMAN NADPH--cytochrome P450 reductase OS=Homo sapiens OX=9606 GN=POR PE=1 SV=2 && PF00667:FAD binding domain|PF00175:Oxidoreductase NAD-binding domain|PF00258:Flavodoxin	NAD_binding_1
Cvig_LOC111133487	6	111133487	uncharacterized LOC111133487%2C transcript variant X1 && - && -	""
Cvig_LOC111132200	6	111132200	uncharacterized LOC111132200%2C transcript variant X1 && - && PF00643:B-box zinc finger	zf-B_box
Cvig_novel.2134	6	novel.2134	- && Q9UUA2.1 RecName: Full=ATP-dependent DNA helicase pfh1; AltName: Full=DNA repair and recombination helicase pfh1; AltName: Full=PIF1 helicase homolog; AltName: Full=RRM3/PIF1 homolog 1; Flags: Precursor && PF05970:PIF1-like helicase	""
Cvig_LOC111104744	6	111104744	uncharacterized LOC111104744%2C transcript variant X1 && - && -	""
Cvig_LOC111128565	6	111128565	uncharacterized LOC111128565 && - && -	""
Cvig_LOC111120492	6	111120492	testis-expressed protein 2-like && sp|Q8IWB9|TEX2_HUMAN Testis-expressed protein 2 OS=Homo sapiens OX=9606 GN=TEX2 PE=1 SV=2 && -	""
Cvig_LOC111100682	6	111100682	5-hydroxytryptamine receptor 2B-like && - && PF00001:7 transmembrane receptor (rhodopsin family)	7tm_1
Cvig_LOC111122589	6	111122589	ETV5-related protein Ets96B-like%2C transcript variant X1 && sp|Q29RS8|FLI1_BOVIN Friend leukemia integration 1 transcription factor OS=Bos taurus OX=9913 GN=FLI1 PE=2 SV=1 && PF00178:Ets-domain	Ets
Cvig_LOC111132110	6	111132110	multidrug resistance-associated protein 1-like && sp|Q5F364|MRP1_CHICK Multidrug resistance-associated protein 1 OS=Gallus gallus OX=9031 GN=ABCC1 PE=2 SV=1 && PF00664:ABC transporter transmembrane region|PF00005:ABC transporter	ABC_membrane
Cvig_LOC111120530	6	111120530	very low-density lipoprotein receptor-like%2C transcript variant X1 && sp|P35952|LDLR_RAT Low-density lipoprotein receptor OS=Rattus norvegicus OX=10116 GN=Ldlr PE=1 SV=1 && -	""
Cvig_LOC111134568	6	111134568	protein naked cuticle homolog 2-like%2C transcript variant X4 && sp|Q99MH6|NKD1_MOUSE Protein naked cuticle homolog 1 OS=Mus musculus OX=10090 GN=Nkd1 PE=1 SV=1 && -	""
Cvig_LOC111100355	6	111100355	eukaryotic peptide chain release factor subunit 1 && sp|Q9GR88|ERF1_POLMI Eukaryotic peptide chain release factor subunit 1 OS=Polyandrocarpa misakiensis OX=7723 GN=ERF1 PE=2 SV=1 && PF03463:eRF1 domain 1|PF03464:eRF1 domain 2|PF03465:eRF1 domain 3	""
Cvig_LOC111137033	6	111137033	mannosyl-oligosaccharide glucosidase-like && sp|Q80UM7|MOGS_MOUSE Mannosyl-oligosaccharide glucosidase OS=Mus musculus OX=10090 GN=Mogs PE=1 SV=1 && PF16923:Glycosyl hydrolase family 63 N-terminal domain|PF03200:Glycosyl hydrolase family 63 C-terminal domain	""
Cvig_LOC111126961	6	111126961	cyclic nucleotide-binding domain-containing protein 2-like%2C transcript variant X4 && sp|P16905|KAPR1_DROME cAMP-dependent protein kinase type I regulatory subunit OS=Drosophila melanogaster OX=7227 GN=Pka-R1 PE=1 SV=2 && -	""
Cvig_LOC111125629	6	111125629	innexin unc-9-like%2C transcript variant X6 && sp|Q03412|UNC7_CAEEL Innexin unc-7 OS=Caenorhabditis elegans OX=6239 GN=unc-7 PE=1 SV=1 && PF00876:Innexin	""
Cvig_LOC111134713	6	111134713	phosphoenolpyruvate carboxykinase%2C cytosolic [GTP]-like && sp|P05153|PCKGC_CHICK Phosphoenolpyruvate carboxykinase, cytosolic [GTP] OS=Gallus gallus OX=9031 GN=PCK1 PE=2 SV=1 && PF17297:Phosphoenolpyruvate carboxykinase N-terminal domain|PF00821:Phosphoenolpyruvate carboxykinase C-terminal P-loop domain	""
Cvig_LOC111122265	6	111122265	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like && sp|Q8C2P3|DUS1L_MOUSE tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like OS=Mus musculus OX=10090 GN=Dus1l PE=2 SV=1 && PF01207:Dihydrouridine synthase (Dus)	Dus
Cvig_LOC111101832	6	111101832	tyrosine--tRNA ligase%2C cytoplasmic-like%2C transcript variant X1 && sp|Q6TGS6|SYYC_DANRE Tyrosine--tRNA ligase, cytoplasmic OS=Danio rerio OX=7955 GN=yars1 PE=2 SV=2 && PF00579:tRNA synthetases class I (W and Y)|PF01588:Putative tRNA binding domain	""
Cvig_LOC111118149	6	111118149	uncharacterized LOC111118149 && - && -	""
Cvig_LOC111125276	6	111125276	large neutral amino acids transporter small subunit 2-like%2C transcript variant X1 && sp|Q9WVR6|LAT2_RAT Large neutral amino acids transporter small subunit 2 OS=Rattus norvegicus OX=10116 GN=Slc7a8 PE=1 SV=1 && PF13520:Amino acid permease	""
Cvig_LOC111133247	6	111133247	carbonic anhydrase 2-like && sp|Q8UWA5|CAH2_TRIHK Carbonic anhydrase 2 OS=Tribolodon hakonensis OX=151740 GN=ca2 PE=2 SV=3 && PF00194:Eukaryotic-type carbonic anhydrase	""
Cvig_LOC111106154	6	111106154	receptor-type tyrosine-protein phosphatase alpha-like%2C transcript variant X3 && sp|A4IFW2|PTPRF_DANRE Receptor-type tyrosine-protein phosphatase F OS=Danio rerio OX=7955 GN=ptprf PE=2 SV=1 && PF00102:Protein-tyrosine phosphatase	Y_phosphatase
Cvig_LOC111118517	6	111118517	uncharacterized LOC111118517 && - && -	""
Cvig_LOC111136293	6	111136293	uncharacterized LOC111136293 && - && -	""
Cvig_LOC111135223	6	111135223	uncharacterized LOC111135223 && - && -	""
Cvig_LOC111109465	6	111109465	uncharacterized LOC111109465%2C transcript variant X2 && - && PF04488:Glycosyltransferase sugar-binding region containing DXD motif	Gly_transf_sug
Cvig_LOC111130390	6	111130390	neuronal acetylcholine receptor subunit alpha-10-like%2C transcript variant X1 && sp|Q9I8C7|ACH10_CHICK Neuronal acetylcholine receptor subunit alpha-10 OS=Gallus gallus OX=9031 GN=CHRNA10 PE=3 SV=1 && PF02932:Neurotransmitter-gated ion-channel transmembrane region|PF02931:Neurotransmitter-gated ion-channel ligand binding domain	Neur_chan_LBD
Cvig_LOC111111917	6	111111917	uncharacterized LOC111111917 && - && -	""
Cvig_novel.1699	6	novel.1699	""	""
Cvig_LOC111105296	6	111105296	uncharacterized LOC111105296%2C transcript variant X2 && - && -	""
Cvig_novel.1287	6	novel.1287	""	""
Cvig_LOC111132073	6	111132073	monocarboxylate transporter 12-like%2C transcript variant X1 && sp|Q7RTX9|MOT14_HUMAN Monocarboxylate transporter 14 OS=Homo sapiens OX=9606 GN=SLC16A14 PE=2 SV=1 && PF07690:Major Facilitator Superfamily	MFS_1
Cvig_LOC111121954	6	111121954	uncharacterized LOC111121954 && - && -	""
Cvig_LOC111130185	6	111130185	uncharacterized LOC111130185%2C transcript variant X1 && sp|Q04861|NFKB1_CHICK Nuclear factor NF-kappa-B p105 subunit OS=Gallus gallus OX=9031 GN=NFKB1 PE=2 SV=2 && PF12796:Ankyrin repeats (3 copies)	""
Cvig_LOC111120400	6	111120400	- && sp|Q9NV88|INT9_HUMAN Integrator complex subunit 9 OS=Homo sapiens OX=9606 GN=INTS9 PE=1 SV=2 && -	""
Cvig_LOC111128652	6	111128652	zonadhesin-like && sp|O75443|TECTA_HUMAN Alpha-tectorin OS=Homo sapiens OX=9606 GN=TECTA PE=1 SV=3 && -	""
Cvig_LOC111135687	6	111135687	uncharacterized LOC111135687%2C transcript variant X1 && - && PF01823:MAC/Perforin domain	""
Cvig_LOC111136359	6	111136359	uncharacterized LOC111136359%2C transcript variant X2 && - && PF12796:Ankyrin repeats (3 copies)	""
Cvig_LOC111115957	6	111115957	uncharacterized LOC111115957 && - && -	""
Cvig_LOC111126460	6	111126460	- && sp|Q32LP4|S4A10_BOVIN Sodium-driven chloride bicarbonate exchanger OS=Bos taurus OX=9913 GN=SLC4A10 PE=2 SV=1 && PF00955:HCO3- transporter family	""
Cvig_LOC111134661	6	111134661	EGF-like domain-containing protein 2 && - && -	""
Cvig_LOC111107119	6	111107119	perlustrin-like protein && - && PF00219:Insulin-like growth factor binding protein	""
Cvig_LOC111115286	6	111115286	uncharacterized LOC111115286 && - && -	""
Cvig_LOC111113003	6	111113003	protein draper-like%2C transcript variant X1 && - && -	""
Cvig_LOC111109744	6	111109744	uncharacterized LOC111109744%2C transcript variant X2 && - && -	""
Cvig_LOC111120180	6	111120180	pollen-specific leucine-rich repeat extensin-like protein 1 && - && -	""
Cvig_LOC111118402	6	111118402	uncharacterized LOC111118402 && - && -	""
Cvig_novel.525	6	novel.525	""	""
Cvig_LOC111102890	6	111102890	uncharacterized LOC111102890 && - && -	""
Cvig_LOC111104864	6	111104864	uncharacterized LOC111104864 && - && -	""
Cvig_LOC111123536	6	111123536	endonuclease V-like && sp|Q8C9A2|ENDOV_MOUSE Endonuclease V OS=Mus musculus OX=10090 GN=Endov PE=1 SV=2 && PF04493:Endonuclease V	""
Cvig_LOC111111202	6	111111202	uncharacterized LOC111111202 && - && -	""
Cvig_LOC111138023	6	111138023	uncharacterized LOC111138023 && - && PF00822:PMP-22/EMP/MP20/Claudin family	""
Cvig_LOC111131607	6	111131607	uncharacterized LOC111131607 && sp|Q84RR2|ARI2_ARATH Probable E3 ubiquitin-protein ligase ARI2 OS=Arabidopsis thaliana OX=3702 GN=ARI2 PE=2 SV=1 && PF01485:IBR domain, a half RING-finger domain	IBR
Cvig_LOC111128615	6	111128615	uncharacterized LOC111128615 && sp|Q84RR2|ARI2_ARATH Probable E3 ubiquitin-protein ligase ARI2 OS=Arabidopsis thaliana OX=3702 GN=ARI2 PE=2 SV=1 && PF01485:IBR domain, a half RING-finger domain	IBR
Cvig_novel.453	7	novel.453	""	""
Cvig_LOC111135525	7	111135525	uncharacterized LOC111135525 && - && -	""
Cvig_LOC111116802	7	111116802	uncharacterized LOC111116802 && - && -	""
Cvig_LOC111115086	7	111115086	uncharacterized LOC111115086 && - && -	""
Cvig_LOC111137292	7	111137292	interleukin 17-like protein%2C transcript variant X2 && - && PF06083:Interleukin-17	""
Cvig_LOC111103697	7	111103697	ETS-related transcription factor Elf-5-like%2C transcript variant X2 && - && -	""
Cvig_LOC111101493	7	111101493	uncharacterized LOC111101493 && - && -	""
Cvig_LOC111101116	7	111101116	NF-kappa-B inhibitor epsilon-like%2C transcript variant X2 && sp|Q04861|NFKB1_CHICK Nuclear factor NF-kappa-B p105 subunit OS=Gallus gallus OX=9031 GN=NFKB1 PE=2 SV=2 && PF12796:Ankyrin repeats (3 copies)	""
Cvig_LOC111103510	7	111103510	SET domain-containing protein 4-like%2C transcript variant X2 && sp|P58467|SETD4_MOUSE SET domain-containing protein 4 OS=Mus musculus OX=10090 GN=Setd4 PE=1 SV=2 && PF00856:SET domain	SET
Cvig_LOC111133847	7	111133847	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase-like && - && PF02267:ADP-ribosyl cyclase	""
Cvig_LOC111102928	7	111102928	uncharacterized LOC111102928 && sp|Q5VWW1|C1QL3_HUMAN Complement C1q-like protein 3 OS=Homo sapiens OX=9606 GN=C1QL3 PE=2 SV=1 && PF00386:C1q domain	""
Cvig_LOC111137778	7	111137778	uncharacterized LOC111137778 && - && -	""
Cvig_LOC111117924	7	111117924	suppressor of cytokine signaling 2-like && sp|Q90X67|SOCS3_CHICK Suppressor of cytokine signaling 3 OS=Gallus gallus OX=9031 GN=SOCS3 PE=2 SV=1 && PF07525:SOCS box|PF00017:SH2 domain	SOCS_box
Cvig_LOC111138420	7	111138420	uncharacterized LOC111138420%2C transcript variant X1 && - && PF01753:MYND finger	zf-MYND
Cvig_novel.1358	7	novel.1358	""	""
Cvig_novel.1132	7	novel.1132	""	""
Cvig_LOC111102902	7	111102902	stimulated by retinoic acid gene 6 protein-like%2C transcript variant X1 && - && PF14752:Retinol binding protein receptor	""
Cvig_LOC111104125	7	111104125	translation initiation factor IF-2-like && - && PF02845:CUE domain	CUE
Cvig_LOC111120668	7	111120668	radical S-adenosyl methionine domain-containing protein 2-like%2C transcript variant X1 && sp|O93384|RSAD2_ONCMY Radical S-adenosyl methionine domain-containing protein 2 OS=Oncorhynchus mykiss OX=8022 GN=rsad2 PE=2 SV=1 && PF04055:Radical SAM superfamily|PF13353:4Fe-4S single cluster domain	Radical_SAM
Cvig_LOC111118091	7	111118091	interferon regulatory factor 1-like && sp|P14316|IRF2_HUMAN Interferon regulatory factor 2 OS=Homo sapiens OX=9606 GN=IRF2 PE=1 SV=2 && PF00605:Interferon regulatory factor transcription factor	IRF
Cvig_LOC111135737	7	111135737	uncharacterized LOC111135737 && - && -	""
Cvig_LOC111135715	7	111135715	zinc finger and BTB domain-containing protein 7C-like && - && -	""
Cvig_LOC111137790	7	111137790	apolipoprotein L3-like && - && PF05461:Apolipoprotein L	""
Cvig_novel.222	7	novel.222	""	""
Cvig_novel.1083	7	novel.1083	""	""
Cvig_novel.786	7	novel.786	""	""
Cvig_LOC111107885	7	111107885	caspase-14-like && - && PF00656:Caspase domain|PF00035:Double-stranded RNA binding motif	Peptidase_C14
Cvig_LOC111127802	7	111127802	tyramine beta-hydroxylase-like && sp|Q7Z0T3|TEMPT_APLCA Temptin OS=Aplysia californica OX=6500 PE=1 SV=1 && PF01082:Copper type II ascorbate-dependent monooxygenase, N-terminal domain|PF03712:Copper type II ascorbate-dependent monooxygenase, C-terminal domain	Cu2_monooxygen
Cvig_LOC111127803	7	111127803	DBH-like monooxygenase protein 1 && sp|Q9VUY0|MOX11_DROME MOXD1 homolog 1 OS=Drosophila melanogaster OX=7227 GN=CG5235 PE=2 SV=2 && PF01082:Copper type II ascorbate-dependent monooxygenase, N-terminal domain|PF03712:Copper type II ascorbate-dependent monooxygenase, C-terminal domain	Cu2_monooxygen
Cvig_novel.1181	7	novel.1181	""	""
Cvig_novel.1274	7	novel.1274	""	""
Cvig_LOC111121886	7	111121886	cholecystokinin receptor type A-like && - && PF00001:7 transmembrane receptor (rhodopsin family)	7tm_1
Cvig_LOC111118749	7	111118749	uncharacterized LOC111118749 && - && -	""
Cvig_LOC111102109	7	111102109	uncharacterized LOC111102109 && sp|Q92982|NINJ1_HUMAN Ninjurin-1 OS=Homo sapiens OX=9606 GN=NINJ1 PE=1 SV=2 && PF04923:Ninjurin	""
